id,Review ID,Item ID,Shop ID,Comment,Rating Star,Author Username,Images,Submit Time,Like Count,Product Quality,Seller Service,Delivery Service,Class
11249172766,11249172766,20415254195,414659819,"Material:good.
Functionality:very good.

Sesuai untuk anak2 kecil nak makan atau buat aktiviti kat bawah. Since kaki meja pun boleh adjust, so boleh jd coffee table jugak. Multipurpose foldable japanese table. 👍🏻",5,n*****a,https://down-id.img.susercontent.com/file/my-11134103-7qukw-lfi611gyqrsq7f || https://down-id.img.susercontent.com/file/my-11134103-7qula-lfi64iz74aiib9,12/4/2023 10:11,40,5,5,5,positive
32804843518,32804843518,20415254195,414659819,"Performance:seems like stable and strong to be used. Functioned very well.

Thank you for the prompt action upon receiving order. Good sevice and product. Like it!",5,m*****7,https://down-id.img.susercontent.com/file/my-11134103-7rase-m7b1f08y11l41d,13/3/2025 15:54,6,5,5,5,positive
15593895306,15593895306,20415254195,414659819,"Received the foldable table in good condition.

The foldable table is sturdy, with a shiny surface and nice wooden color. No installation is needed as it comes in one piece.",5,ayusalleh_,https://down-id.img.susercontent.com/file/my-11134103-7r98o-lwtsvd95sui2be,22/6/2024 8:45,10,5,5,5,positive
97516099827,97516099827,20415254195,414659819,"Material:Desk sturdy and has a nice wooden finish 🤩
Functionality:Sturdy enough to support heavy laptops or for makan2☺️

Penghantaran pantassss!!!Meja yg kukuh dan mudah utk guna/simpan… tenkiu seller 🥰",5,shelarahman87,https://down-id.img.susercontent.com/file/my-11134103-820l8-mnsqe0puoqv9b7,3/5/2026 14:58,Not Available,5,5,5,positive
9405317520,9405317520,20415254195,414659819,"Material:Wood
Functionality:Nice wood finish, stable structure

It’s stable to use in bed, nice wood finishing, muat2 je laptop and it’s a cute little mini table, i love it so much!!! 🥰🥰🥰",5,shazzy07,https://down-id.img.susercontent.com/file/my-11134103-22080-d3zwgmcbssgv3e || https://down-id.img.susercontent.com/file/my-11134103-22080-hhm81d3bssgv20,28/8/2022 15:44,2,5,Not Available,Not Available,positive
13112503635,13112503635,20415254195,414659819,"Material:Wooden
Functionality:Letak barang

Meja dah siap pasang. Boleh lipat senang nak sorok kalau taknak guna & jimat ruang. Boleh tahan lebal la kayu dia. Warna pun cantik.",5,harzelin96,https://down-id.img.susercontent.com/file/my-11134103-7r990-lnqwaodavg7066,6/11/2023 7:44,3,5,5,5,positive
76810369428,76810369428,20415254195,414659819,"Performance:very good

Sturdy. It was already assembled when I opened the packaging. You only need to unfold the legs whenever you want to use it. No hassle whatsoever. It's very huge for a very cheap price. I am more than happy to have purchased this product",5,knaka,https://down-id.img.susercontent.com/file/my-11134103-820l9-mfxdgbw6gwsq4b || https://down-id.img.susercontent.com/file/my-11134103-820lc-mfxdgbw6ibd671 || https://down-id.img.susercontent.com/file/my-11134103-820lg-mfxdgbw6jpxm38,17/10/2025 2:28,Not Available,5,5,5,positive
17013986578,17013986578,20415254195,414659819,"Functionality:kualiti bagus
Material:solid wood

Ok Lepas ni blh la lukis balik. Ahahaha TQ seller meja cantik👍🥰",5,rezz4375,https://down-id.img.susercontent.com/file/my-11134103-7rasg-m14dkxlixxzi06 || https://down-id.img.susercontent.com/file/my-11134103-7rasc-m14dkxlizcjy2c,8/10/2024 15:49,19,5,5,5,positive
95505880068,95505880068,20415254195,414659819,"Material:Okey cantik
Functionality:boleh letak dan susun barang cantik

Penghantaran cepat baru order smlm hari ni dah selamat sampai tiada kerosakkan yang berlaku..saya sangat berpuas hati dengan kedai ni",5,m*****1,https://down-id.img.susercontent.com/file/my-11134103-820l5-mmyclpnu6fwg58,12/4/2026 8:05,Not Available,5,5,5,positive
9284555399,9284555399,20415254195,414659819,"Material:sturdy and great

Great product and very solid. Design it very well.",5,yvonnephe,https://down-id.img.susercontent.com/file/my-11134103-22080-wlosfzugwagv6a || https://down-id.img.susercontent.com/file/my-11134103-22080-i0js634hwagv96 || https://down-id.img.susercontent.com/file/my-11134103-22080-il6oa2ciwagv71 || https://down-id.img.susercontent.com/file/my-11134103-22080-54n3nakiwagv56 || https://down-id.img.susercontent.com/file/my-11134103-22080-7zsbne0iwagv47,16/8/2022 2:56,23,5,Not Available,Not Available,positive
75324487828,75324487828,20415254195,414659819,"Performance:good

Selamat sampai, laju. Harini order esok sampai. Kayu kukuh, kaki meja tak mudah terlipat. Bucu tak tajam, warna cantik, ringan , senang nak simpn",5,a*****7,https://down-id.img.susercontent.com/file/my-11134103-820l4-mf8g05vx74lr0b,29/9/2025 15:01,1,5,5,5,positive
49836784393,49836784393,20415254195,414659819,"Performance:mantap , kukuh

Memang mudah dah lepas ni nak membaca or something else , sangat function , besar , muat je if letak Al quran . Rack kecil comel tu dpt free yaa , thankyouu tauu , puashatii",5,n.syiera,https://down-id.img.susercontent.com/file/my-11134103-7ras8-mb572stbshzf8a || https://down-id.img.susercontent.com/file/my-11134103-7ras9-mb572stbsiayf0 || https://down-id.img.susercontent.com/file/my-11134103-7rasi-mb572stbvbfuf6 || https://down-id.img.susercontent.com/file/my-11134103-7rasc-mb572stbtwvec3,18/6/2025 11:04,1,5,5,5,positive
15629981913,15629981913,20415254195,414659819,"Material:9/10
Functionality:Foldable table

Good purchase! Works well. Quite sturdy. Really fast delivery.",5,nabilazmitcg,https://down-id.img.susercontent.com/file/my-11134103-7r991-lwzbb8wltkkq0f || https://down-id.img.susercontent.com/file/my-11134103-7r991-lwzbb8wmogogd7 || https://down-id.img.susercontent.com/file/my-11134103-7r98o-lwzbb8wltk6o32,26/6/2024 5:19,3,5,5,5,positive
90985673446,90985673446,20415254195,414659819,"Material:Buluh
Functionality:Sesuai untuk study

Penghantaran secepat kilat mengambil masa 1 hari untuk tiba ke destinasi.Bungkusan dan barang berada dalam keadaan baik tanpa sebarang kerosakan.Penjual sangat menjaga hati pelanggan.Terima kasih penjual saya bagi 🌟🌟🌟🌟🌟 bintang.",5,m*****6,https://down-id.img.susercontent.com/file/my-11134103-820la-mlg8h584t98k2f || https://down-id.img.susercontent.com/file/my-11134103-820le-mlg8h584unt0d5 || https://down-id.img.susercontent.com/file/my-11134103-820lc-mlg8h584xgxwee || https://down-id.img.susercontent.com/file/my-11134103-820l6-mlg8h584w2dg86 || https://down-id.img.susercontent.com/file/my-11134103-820l5-mlg8h584yvic7f,5/3/2026 10:08,Not Available,5,5,5,positive
16019339855,16019339855,20415254195,414659819,"Functionality:bagus
Material:kayu

Sesuai
Bagus 
Sesuai dgn org dewasa utk menaip
Utk kanak-kanak agak tggi",5,unicorn8309,https://down-id.img.susercontent.com/file/my-11134103-7r98y-lydmfoj826ao23 || https://down-id.img.susercontent.com/file/my-11134103-7r98y-lydmfoj83kv4b7 || https://down-id.img.susercontent.com/file/my-11134103-7r991-lydmia78wtb4b8,31/7/2024 11:17,3,5,5,5,positive
69707623749,69707623749,20415254195,414659819,Dpt time hrga mur rm13. Sgt puas hati. Kayu bambo jdi ada ksar skit mejanya. Kaki sbelah agak meluas brbnding sbelh lgi jdi kena adjust kot nti. Sgt brbaloi dgn hrga. Pnghtrn laju dri tarikh.,5,r*****9,https://down-id.img.susercontent.com/file/my-11134103-7rasa-mdtf4i5ipsj5c8 || https://down-id.img.susercontent.com/file/my-11134103-7rase-mdtf4i5spdwx1e || https://down-id.img.susercontent.com/file/my-11134103-7ras9-mdtf4i62oyt467 || https://down-id.img.susercontent.com/file/my-11134103-7rasb-mdtf4i5ir73lc1,24/8/2025 21:04,2,5,3,5,positive
30069170584,30069170584,20415254195,414659819,Berpuas Hati. Seller laju. Barang sampai dalam keadaan baik. Untuk kegunaan yang selesai. Anak2 pun senang guna. Terbaik.,5,farhanfahmi_35,https://down-id.img.susercontent.com/file/my-11134103-7rask-m5sb891vvbzd45 || https://down-id.img.susercontent.com/file/my-11134103-7ras8-m5sb891vy549a4 || https://down-id.img.susercontent.com/file/my-11134103-7ras9-m5sb891vzjop6f || https://down-id.img.susercontent.com/file/my-11134103-7ras8-m5sb891w0y9549,3/2/2025 7:40,3,5,5,5,positive
70673990565,70673990565,20415254195,414659819,"Performance:Good and worth buying

Parcel dan barang diterima dalam keadaan baik dan tidak terkoyak.Order pun cepat sampai.
Beli masa live.Dapat murah.

Berbaloi dengan harga dan semua item diterima dalam keadaan baik.Seller balut dengan kemas dan semua berfungsi dengan baik.

Tq seller😊",5,putree2021,https://down-id.img.susercontent.com/file/my-11134103-820l7-me0ya47hcsg1f8,30/8/2025 3:49,Not Available,5,5,5,positive
88873215945,88873215945,20415254195,414659819,"Material:very beautiful wooden
Functionality:can support for heavy laptops or books

Fast for the delivery and very beautiful wooden and lightweight 🤩🤩🤩",5,idoraenna,https://down-id.img.susercontent.com/file/my-11134103-820l8-mkqiyu2vywhs01 || https://down-id.img.susercontent.com/file/my-11134103-820l7-mkqiz68zrq4m77 || https://down-id.img.susercontent.com/file/my-11134103-820lb-mkqj04jt1vrb77,15/2/2026 9:53,Not Available,5,5,5,positive
9655277183,9655277183,20415254195,414659819,"Material:good
Functionality:awesome 👍

Received in good condition good item good price good packaging also yes satisfied",5,a*****a,https://down-id.img.susercontent.com/file/my-11134103-22090-c7qgdro6fwhvbf,25/9/2022 10:34,3,5,5,5,positive
70303056932,70303056932,20415254195,414659819,"Performance:cun

item is very sturdy, good finishing, lightweight thus handy, not much difference in terms of colour, fast delivery. most importantly, boleh bersila with ease under the table",5,a*****a,https://down-id.img.susercontent.com/file/my-11134103-820li-mdyhuayj4f0k0d,28/8/2025 10:25,Not Available,5,5,5,positive
8860671922,8860671922,20415254195,414659819,Parcel received in good condition. Satisfy with the material and felt solid. S size is suitable to place on sofa.,5,b*****8,https://down-id.img.susercontent.com/file/my-11134103-22070-qbbhnrdhmlev7c || https://down-id.img.susercontent.com/file/my-11134103-22070-7fta4vdhmlevfa || https://down-id.img.susercontent.com/file/my-11134103-22070-l90e2sdhmlev72 || https://down-id.img.susercontent.com/file/my-11134103-22070-ua2b0udhmlevac,4/7/2022 4:29,6,5,Not Available,Not Available,positive
32264408529,32264408529,20415254195,414659819,"Performance:10/10

Meja besar .boleh bawak p picnic.. xberat dan xringan...kayu pon solid ..sangat senang nk bawak g mana2 sebab boleh bukak dan lipat..",5,n*****z,https://down-id.img.susercontent.com/file/my-11134103-7rasl-m709uce3dye1fc,6/3/2025 3:00,3,5,5,5,positive
99014919217,99014919217,20415254195,414659819,"Material:cantik.. ringan
Functionality:berpuashati..ringan je..budak22 pun boleh angkat. Senang nk bwa. Kaki meja boleh lipat sama mcm video yg ditunjuk.. harap tahan lama. Permukaan meja licin senang nak bersih kalau ada makanan tertumpah",5,zahrabatikkelantan,Not Available,22/5/2026 3:17,Not Available,5,5,5,positive
9331861653,9331861653,20415254195,414659819,"Functionality:kukuh dan stabil
Material:kayu

Untuk kegunaan kelas secara dalam talian. Meja kayu lipat ini ada bahagian yang boleh laras ketinggian seperti tertera di gambar untuk letak laptop atau buku. Sesuai sangat digunakan untuk mengaji iqra, al-quran atau membaca.",5,1*****d,https://down-id.img.susercontent.com/file/my-11134103-22080-aqi4kg830ggv5c || https://down-id.img.susercontent.com/file/my-11134103-22080-utafq7530ggv89 || https://down-id.img.susercontent.com/file/my-11134103-22080-icx4ag830ggvcd || https://down-id.img.susercontent.com/file/my-11134103-22080-m41jwt830ggv35,20/8/2022 14:11,2,5,Not Available,Not Available,positive
88000414967,88000414967,20415254195,414659819,"Material:bagus
Functionality:kemas

Bagus gilak...order semalam 1 hari saja sampai..pos naik jet ke apa...meja bagus sangat ni ..boleh lepak atas meja la petang ni..",5,a*****1,https://down-id.img.susercontent.com/file/my-11134103-820l9-mkge834wh2psae || https://down-id.img.susercontent.com/file/my-11134103-820lh-mkge8351jojsa3 || https://down-id.img.susercontent.com/file/my-11134103-820lc-mkge834sge85ad,8/2/2026 7:27,Not Available,5,5,5,positive
90305337629,90305337629,20415254195,414659819,"Material:kayu kuat dan kukuh
Functionality:sangat bagus

Penghantaran cepat dan bungkusan kemas sangat2, meja ini ringan tak berat dan besar,saya puas hati beli meja ini,",5,i*****i,https://down-id.img.susercontent.com/file/my-11134103-820la-ml8okpnumadga0,28/2/2026 3:07,Not Available,5,5,5,positive
94637251153,94637251153,20415254195,414659819,"Material:rotan and plastic
Functionality:very funtion

Beli untuk letak biskut raya nt habis raya baru letak dekat dapur. Cantik sgt. Size pun sgt ok",5,m*****a,https://down-id.img.susercontent.com/file/my-11134103-820l9-mmmzm4l0dreqa4 || https://down-id.img.susercontent.com/file/my-11134103-820ld-mmmzm4kys64h0c || https://down-id.img.susercontent.com/file/my-11134103-820lh-mmmzm4kyuz9d33,4/4/2026 9:05,Not Available,5,5,5,positive
16103291287,16103291287,20415254195,414659819,"Material:kukuhhh. love sangattt
Functionality:packaging dalam kotak

terbaik seller. thank you.",5,32121syazwani,https://down-id.img.susercontent.com/file/my-11134103-7r990-lyonljx0oh9lb8,8/8/2024 4:47,5,5,5,5,positive
90806882535,90806882535,20415254195,414659819,"Material:kukuh,kayu elok
Functionality:sesuai tuk ank study.ni nk oder 1 lg  tuk adik.mama pn pinjm tuk letak lauk2 time brbuka kt luar.

tq seller 3 ari smpi,bungkusan kemas👍",5,2ren3l7lxy,https://down-id.img.susercontent.com/file/my-11134103-820l7-mlehi2ia97ghf2,4/3/2026 4:44,Not Available,5,5,5,positive
69950435789,69950435789,20415254195,414659819,"Performance:ok terbaikk

Tiada kerosakan semasa barang sampai Packaging ok kemas mantul
Cantik mejanya,sturdy,kaler meja sampai seperti dalam gambar
Penghantaran pun laju
Beli masa live shopee payday sale
Tq seller
Saya beli dengan harga tersebut",5,d*****o,https://down-id.img.susercontent.com/file/my-11134103-820lh-mdvsxaopicci41,26/8/2025 13:18,Not Available,5,5,5,positive
95133740850,95133740850,20415254195,414659819,"Material:good
Functionality:good

meja kukuh dan sudah siap dipasang.. thankyou seller . meja sampai dalam keadaan baik dan tiada kerosakan. tidak digalakkan untuk letak benda berat kecuali study dan makan sahaja.",5,juliaashikin,https://down-id.img.susercontent.com/file/my-11134103-820l4-mmstpzb189oh41,8/4/2026 11:10,Not Available,5,5,5,positive
14153659981,14153659981,20415254195,414659819,"Material:sturdy, wood
Functionality:good

bigger than i expected which is great & looks sturdy. worth it for the price",5,a*****z,https://down-id.img.susercontent.com/file/my-11134103-7r990-lri9y6p1hjqcea || https://down-id.img.susercontent.com/file/my-11134103-7r98u-lri9y6p1iyas7e,9/2/2024 4:05,1,5,5,5,positive
16031714287,16031714287,20415254195,414659819,"Material:bamboo

Fast delivery from seller
Well delive4ed by SPX
Can use as  little table for one person dining too
Love it",5,c*****y,https://down-id.img.susercontent.com/file/my-11134103-7r98p-lyf4p7az9ox536 || https://down-id.img.susercontent.com/file/my-11134103-7r98u-lyf4p7azb3hl7b,1/8/2024 12:40,4,5,5,5,positive
9357302358,9357302358,20415254195,414659819,"Material:meja berkualiti
Functionality:sesuai letak al quran laptop buku

good item with reasonable price
Can buy laa
Really worth it
Trusted seller",5,radziesayed,https://down-id.img.susercontent.com/file/my-11134103-22080-hpslqigbelgv6e || https://down-id.img.susercontent.com/file/my-11134103-22080-epg9nq7belgv8b,23/8/2022 11:44,7,5,Not Available,Not Available,positive
9277264466,9277264466,20415254195,414659819,Fast delivery n nice packaging. The quality is good. I like the smooth surface of the table.,5,a*****u,https://down-id.img.susercontent.com/file/my-11134103-22080-vtqb3txts0fv64 || https://down-id.img.susercontent.com/file/my-11134103-22080-1k7cwxgus0fv48,15/8/2022 8:23,5,5,Not Available,Not Available,positive
94901270637,94901270637,20415254195,414659819,"Material:bamboo
Functionality:kemas dan sangat mudah memasang rak

penghantaran sangat cepat dari seller..order semalam harini dapat..terbaik seller pantas.👍",5,nurmiswarini,https://down-id.img.susercontent.com/file/my-11134103-820lh-mmpu89v262h49c,6/4/2026 8:56,Not Available,5,5,5,positive
89339886067,89339886067,20415254195,414659819,"Material:Baik
Functionality:Sangat berfungsi

Terima kasih. Barang sampai dalam keadaan yang baik dan tiada kerosakan. Telah dipasang.",5,ayuza1129,https://down-id.img.susercontent.com/file/my-11134103-820lf-mkxkj2o1h0xy73 || https://down-id.img.susercontent.com/file/my-11134103-820lf-mkxkj2o9bd38a9 || https://down-id.img.susercontent.com/file/my-11134103-820l9-mkxkj2o9crno54 || https://down-id.img.susercontent.com/file/my-11134103-820l5-mkxkj2o9fksk25,20/2/2026 8:16,Not Available,5,5,5,positive
71846945026,71846945026,20415254195,414659819,"Performance:nice and look sturdy table

Very fast delivery, nice packaging and recommend to others to buy from this seller",5,m*****n,https://down-id.img.susercontent.com/file/my-11134103-820l8-meb01v3hwl4x88 || https://down-id.img.susercontent.com/file/my-11134103-820lb-meb01v3ee61192 || https://down-id.img.susercontent.com/file/my-11134103-820li-meb01v3efklh17,6/9/2025 4:42,Not Available,5,5,5,positive
15195805520,15195805520,20415254195,414659819,"Material:bagus sangat kualiti

warna cantik
texture kayu cantik
kemas 
terbaik",5,marragro,https://down-id.img.susercontent.com/file/my-11134103-7r98u-lvb9chi00l7l65 || https://down-id.img.susercontent.com/file/my-11134103-7r98p-lvb9cxhgmgzg4e,15/5/2024 3:29,1,5,5,5,positive
98401547359,98401547359,20415254195,414659819,"Material:sturdy & finishing dia cantik & kemas
Functionality:okay je untuk meja study anak anak . Nk buat kerja depan tv letak laptop pun okay",5,j*****k,https://down-id.img.susercontent.com/file/my-11134103-820lc-mob2u4kdr21a5b,16/5/2026 11:25,Not Available,5,5,5,positive
33287453670,33287453670,20415254195,414659819,"Performance:bagus

Produk ok sesuai dengan harga… ringan ok la untuk letak laptop, anak2 menulis atau makan sambil tgk tv huhu… kalau duduk bole patah sbb ni meja bukan kerusi…. Apa pun sy suka dah guna bole lipat dan simpan xmkn ruang… stabil",5,f*****h,https://down-id.img.susercontent.com/file/my-11134103-7rasa-m7jd60g25npl1a,19/3/2025 11:58,1,5,5,5,positive
95089932753,95089932753,20415254195,414659819,"Material:Good
Functionality:Good

Phantaran yg pantas hga yg bpatutan n tq for cod comey je dan kecil blh la buat letak minyak bekas bekas kecil. Sesuai utk dapur kecil dan comel sy sukakannya nti saya nak beli lagi",5,mayawan78,Not Available,8/4/2026 2:16,Not Available,5,5,5,positive
97783910427,97783910427,20415254195,414659819,"Material:the desk feels sturdy
Functionality:stable

The upgraded desk is more stable compared to the basic one.it is not easy to fall down.good pi",5,mami_el_ab,https://down-id.img.susercontent.com/file/my-11134103-820lf-mo3gea6lcfswb7,11/5/2026 5:25,Not Available,5,5,5,positive
9437693012,9437693012,20415254195,414659819,"Functionality:Table feels sturdy and durable. Hopefully will last a long time
Material:Good material and workmanship. Smooth polishing especially around the edges",5,s*****m,https://down-id.img.susercontent.com/file/my-11134103-22090-mrzueyos3xgvbe,1/9/2022 8:38,5,5,Not Available,Not Available,positive
59408555713,59408555713,20415254195,414659819,Barang sampai dengan selamat...kualiti barang ngam dengan harga ...thanks seller..penghantaran pantas,5,mohdashraf92,https://down-id.img.susercontent.com/file/my-11134103-7rask-mc37h3xg66af65,12/7/2025 6:57,1,5,5,5,positive
52042479347,52042479347,20415254195,414659819,"Performance:Good

Barang sampai dengan Selamat. Meja sesuai utk anak guna buat homework atau boleh santai2 makan depan TV. Kukuh juga! anak 2 thn berat 9.6kg selalu duk naik atas meja ni adoii 😂 . Hari2 guna meja ni. Function sgt Very recommended! 🌸 Tq seller.",5,s*****u,https://down-id.img.susercontent.com/file/my-11134103-7rasb-mb6wdoag15m28b || https://down-id.img.susercontent.com/file/my-11134103-7rasa-mb6wdoaq0qob97,19/6/2025 15:42,0,5,5,5,positive
8824010186,8824010186,20415254195,414659819,"kukuh!!! sangat stable and kualiti meja sangat baik 100%
Recommend this table for students like me",5,Not Available,https://down-id.img.susercontent.com/file/my-11134103-22060-disd25bbzfevc1 || https://down-id.img.susercontent.com/file/my-11134103-22060-xdakl1bbzfevff,30/6/2022 5:36,10,5,Not Available,Not Available,positive
97582653102,97582653102,20415254195,414659819,"Material:the desk sturdy and wooden solid
Functionality:suitable for my daughters to study",5,h*****6,https://down-id.img.susercontent.com/file/my-11134103-820l5-mnv0dbaqd2ioec,5/5/2026 8:01,Not Available,5,5,5,positive
88828906400,88828906400,20415254195,414659819,"Material:wood
Functionality:sturdy

Sangat mudah pasang. Tools semua dapat. Ngam utk letak every seasoning on top 👍🏻👍🏻",5,o*****z,https://down-id.img.susercontent.com/file/my-11134103-820lc-mkq660izfe2sd8,15/2/2026 3:53,Not Available,5,5,5,positive
97793306126,97793306126,20415254195,414659819,"Material:transparent acrylic & Balsa wood
Functionality:ok

Received the goods with fast delivery and thank you so much, don't expect to high, cause this is cheap😀 u paid what u get.",5,sheree87,https://down-id.img.susercontent.com/file/my-11134103-820le-mo45s41wb7r608 || https://down-id.img.susercontent.com/file/my-11134103-820lf-mo45s41skd8m17,11/5/2026 15:11,Not Available,5,5,5,positive
